1 0.003671
0.9966 0.004725
0.99314 0.005796
0.98961 0.006893
0.98601 0.008019
0.98235 0.00917
0.97863 0.010345
0.97484 0.011546
0.97098 0.012773
0.96706 0.014023
0.96307 0.015301
0.95902 0.0166
0.9549 0.017923
0.95072 0.019264
0.94647 0.020628
0.94216 0.022012
0.93778 0.02342
0.93333 0.024856
0.92882 0.026318
0.92425 0.027806
0.91961 0.029324
0.9149 0.030872
0.91013 0.032447
0.90529 0.034054
0.90039 0.03569
0.89542 0.037357
0.89039 0.039053
0.88529 0.040782
0.88013 0.042539
0.8749 0.044328
0.86961 0.046146
0.86425 0.047995
0.85882 0.049876
0.85333 0.051785
0.84778 0.053721
0.84216 0.055689
0.83647 0.057688
0.83072 0.059714
0.8249 0.061772
0.81902 0.063858
0.81307 0.065975
0.80706 0.068117
0.80098 0.070287
0.79484 0.072481
0.78863 0.074703
0.78235 0.07695
0.77601 0.079221
0.76961 0.081516
0.76314 0.083837
0.7566 0.086183
0.75 0.088551
0.74333 0.090943
0.73667 0.093329
0.73 0.095717
0.72333 0.098103
0.71667 0.100483
0.71 0.102863
0.70333 0.105238
0.69667 0.107602
0.69 0.109963
0.68333 0.112317
0.67667 0.114659
0.67 0.116998
0.66333 0.119329
0.65667 0.121645
0.65 0.123952
0.64333 0.126246
0.63667 0.128522
0.63 0.130788
0.62333 0.133041
0.61667 0.135278
0.61 0.137503
0.60333 0.139713
0.59667 0.141901
0.59 0.144074
0.58333 0.146225
0.57667 0.14835
0.57 0.150452
0.56333 0.152528
0.55667 0.154573
0.55 0.156594
0.54333 0.158586
0.53667 0.160544
0.53 0.162472
0.52333 0.164366
0.51667 0.166219
0.51 0.168036
0.50333 0.169814
0.49667 0.171547
0.49 0.17324
0.48333 0.17489
0.47667 0.176495
0.47 0.178059
0.46333 0.179579
0.45667 0.18105
0.45 0.182477
0.44333 0.183855
0.436669 0.185182
0.43 0.186461
0.42333 0.187692
0.41667 0.188872
0.41 0.190005
0.40333 0.191085
0.39667 0.192105
0.39 0.19307
0.38333 0.193987
0.37667 0.194845
0.37 0.195642
0.36333 0.196385
0.35667 0.19707
0.35 0.197697
0.34333 0.19826
0.33667 0.198761
0.33 0.199202
0.32333 0.199575
0.31667 0.19988
0.31 0.200119
0.303331 0.200285
0.29667 0.200379
0.29 0.200402
0.28333 0.200356
0.27667 0.200232
0.27 0.200029
0.26333 0.199753
0.25667 0.199392
0.25 0.198938
0.24342 0.198406
0.23693 0.197799
0.23053 0.197117
0.22421 0.196354
0.21798 0.195517
0.21184 0.194606
0.20579 0.193617
0.19982 0.19255
0.19395 0.191414
0.18816 0.190201
0.18245 0.188905
0.17684 0.187539
0.17131 0.186101
0.16587 0.184594
0.16052 0.183019
0.15526 0.181376
0.15008 0.179666
0.14499 0.177893
0.13999 0.176056
0.13508 0.174155
0.13026 0.172191
0.12552 0.170166
0.12087 0.168086
0.11631 0.165953
0.11183 0.163761
0.10745 0.16152
0.10315 0.159219
0.09893 0.156859
0.09481 0.154452
0.09077 0.151989
0.08683 0.14948
0.08297 0.146916
0.07919 0.144297
0.07551 0.141638
0.07191 0.138928
0.0684 0.136171
0.06498 0.13337
0.06164 0.130517
0.0584 0.127634
0.05524 0.1247
0.05217 0.121723
0.04918 0.118697
0.04629 0.11564
0.04348 0.112534
0.04076 0.109392
0.03812 0.106208
0.03558 0.10301
0.03312 0.09977
0.03075 0.096504
0.02847 0.093213
0.02627 0.089881
0.02417 0.086537
0.02215 0.08315
0.02022 0.079734
0.01837 0.076266
0.01662 0.072785
0.01495 0.069261
0.01337 0.06573
0.01187 0.062175
0.01047 0.058644
0.00915 0.055084
0.00792 0.051511
0.00678 0.047882
0.00572 0.0441
0.00476 0.040131
0.00388 0.035777
0.00309 0.030996
0.00238 0.025889
0.00177 0.021058
0.00124 0.016717
0.0008 0.012922
0.00044 0.009367
0.00018 0.005898
0 0
0.00018 -0.006014
0.00044 -0.009731
0.0008 -0.013512
0.00124 -0.017436
0.00177 -0.021708
0.00238 -0.026157
0.00309 -0.030684
0.00388 -0.034947
0.00476 -0.039005
0.00572 -0.042788
0.00678 -0.046488
0.00792 -0.050094
0.00915 -0.053662
0.01047 -0.057209
0.01187 -0.060719
0.01337 -0.064263
0.01495 -0.067775
0.01662 -0.071257
0.01837 -0.074693
0.02022 -0.078122
0.02215 -0.081501
0.02417 -0.084847
0.02627 -0.088144
0.02847 -0.091432
0.03075 -0.094684
0.03312 -0.09792
0.03558 -0.101136
0.03812 -0.104323
0.04076 -0.107501
0.04348 -0.110642
0.04629 -0.113756
0.04918 -0.116827
0.05217 -0.119886
0.05524 -0.122909
0.0584 -0.125904
0.06164 -0.128855
0.06498 -0.131777
0.0684 -0.134655
0.07191 -0.137497
0.07551 -0.140302
0.07919 -0.143058
0.08297 -0.145777
0.08683 -0.148442
0.09077 -0.15106
0.09481 -0.153643
0.09893 -0.156174
0.10315 -0.158657
0.10745 -0.161081
0.11183 -0.16345
0.11631 -0.165778
0.12087 -0.168051
0.12552 -0.170273
0.13026 -0.172445
0.13508 -0.174559
