  1.500000000000000e-01   8.611000000000001e-02
  1.400000000000000e-01   8.329800000000000e-02
  1.300000000000000e-01   8.032900000000000e-02
  1.200000000000000e-01   7.718800000000001e-02
  1.100000000000000e-01   7.386200000000000e-02
  1.000000000000000e-01   7.033399999999999e-02
  9.500000000000000e-02   6.848899999999999e-02
  9.000000000000000e-02   6.658400000000000e-02
  8.500000000000001e-02   6.461699999999999e-02
  8.000000000000000e-02   6.258300000000000e-02
  7.500000000000000e-02   6.047800000000000e-02
  7.000000000000001e-02   5.829700000000000e-02
  6.500000000000000e-02   5.603200000000000e-02
  6.000000000000000e-02   5.367600000000000e-02
  5.500000000000000e-02   5.121800000000000e-02
  5.000000000000000e-02   4.864700000000000e-02
  4.500000000000000e-02   4.595000000000000e-02
  4.000000000000000e-02   4.311000000000000e-02
  3.500000000000000e-02   4.010200000000000e-02
  3.000000000000000e-02   3.689900000000000e-02
  2.500000000000000e-02   3.345400000000000e-02
  2.000000000000000e-02   2.969400000000000e-02
  1.750000000000000e-02   2.766600000000000e-02
  1.500000000000000e-02   2.551100000000000e-02
  1.250000000000000e-02   2.319700000000000e-02
  1.000000000000000e-02   2.067400000000000e-02
  8.999999999999999e-03   1.958700000000000e-02
  8.000000000000000e-03   1.844700000000000e-02
  7.000000000000000e-03   1.724100000000000e-02
  6.000000000000000e-03   1.595500000000000e-02
  5.000000000000000e-03   1.456500000000000e-02
  4.000000000000000e-03   1.303700000000000e-02
  3.000000000000000e-03   1.129600000000000e-02
  2.000000000000000e-03   9.227000000000001e-03
  1.750000000000000e-03   8.633000000000000e-03
  1.500000000000000e-03   7.997000000000001e-03
  1.250000000000000e-03   7.312000000000000e-03
  1.000000000000000e-03   6.555000000000000e-03
  7.500000000000000e-04   5.695000000000000e-03
  5.000000000000000e-04   4.672000000000000e-03
  4.000000000000000e-04   4.190000000000000e-03
  3.000000000000000e-04   3.636000000000000e-03
  2.000000000000000e-04   2.970000000000000e-03
  1.000000000000000e-04   2.104000000000000e-03
  0.000000000000000e+00   0.000000000000000e+00
  1.000000000000000e-04  -2.092000000000000e-03
  2.000000000000000e-04  -2.954000000000000e-03
  3.000000000000000e-04  -3.613000000000000e-03
  4.000000000000000e-04  -4.169000000000000e-03
  5.000000000000000e-04  -4.658000000000000e-03
  7.500000000000000e-04  -5.698000000000000e-03
  1.000000000000000e-03  -6.572000000000000e-03
  1.250000000000000e-03  -7.340000000000000e-03
  1.500000000000000e-03  -8.026999999999999e-03
  1.750000000000000e-03  -8.654000000000000e-03
  2.000000000000000e-03  -9.231000000000000e-03
  3.000000000000000e-03  -1.117600000000000e-02
  4.000000000000000e-03  -1.272900000000000e-02
  5.000000000000000e-03  -1.403000000000000e-02
  6.000000000000000e-03  -1.516000000000000e-02
  7.000000000000000e-03  -1.617400000000000e-02
  8.000000000000000e-03  -1.709800000000000e-02
  8.999999999999999e-03  -1.795300000000000e-02
  1.000000000000000e-02  -1.875000000000000e-02
  1.250000000000000e-02  -2.053700000000000e-02
  1.500000000000000e-02  -2.210700000000000e-02
  1.750000000000000e-02  -2.351700000000000e-02
  2.000000000000000e-02  -2.480300000000000e-02
  2.500000000000000e-02  -2.709200000000000e-02
  3.000000000000000e-02  -2.910200000000000e-02
  3.500000000000000e-02  -3.090400000000000e-02
  4.000000000000000e-02  -3.254600000000000e-02
  4.500000000000000e-02  -3.406100000000000e-02
  5.000000000000000e-02  -3.547200000000000e-02
  5.500000000000000e-02  -3.679200000000000e-02
  6.000000000000000e-02  -3.803500000000000e-02
  6.500000000000000e-02  -3.920900000000000e-02
  7.000000000000001e-02  -4.032200000000000e-02
  7.500000000000000e-02  -4.138100000000000e-02
  8.000000000000000e-02  -4.238900000000000e-02
  8.500000000000001e-02  -4.335000000000000e-02
  9.000000000000000e-02  -4.426800000000000e-02
  9.500000000000000e-02  -4.514500000000000e-02
  1.000000000000000e-01  -4.598700000000000e-02
  1.100000000000000e-01  -4.757600000000000e-02
  1.200000000000000e-01  -4.905000000000000e-02
  1.300000000000000e-01  -5.041700000000000e-02
  1.400000000000000e-01  -5.168800000000000e-02
  1.500000000000000e-01  -5.286800000000000e-02
  1.600000000000000e-01  -5.396700000000000e-02
  1.700000000000000e-01  -5.498800000000000e-02
  1.800000000000000e-01  -5.593400000000000e-02
  1.900000000000000e-01  -5.681100000000000e-02
  2.000000000000000e-01  -5.762100000000000e-02
  2.100000000000000e-01  -5.836500000000000e-02
  2.200000000000000e-01  -5.904500000000000e-02
  2.300000000000000e-01  -5.966400000000000e-02
  2.400000000000000e-01  -6.022400000000000e-02
  2.500000000000000e-01  -6.072300000000000e-02
  2.600000000000000e-01  -6.116300000000000e-02
  2.700000000000000e-01  -6.154500000000000e-02
  2.800000000000000e-01  -6.187100000000000e-02
  2.900000000000000e-01  -6.213700000000000e-02
  3.000000000000000e-01  -6.234300000000000e-02
  3.100000000000000e-01  -6.249000000000000e-02
  3.200000000000000e-01  -6.257699999999999e-02
  3.300000000000000e-01  -6.260200000000001e-02
  3.400000000000000e-01  -6.256299999999999e-02
  3.500000000000000e-01  -6.246000000000000e-02
  3.600000000000000e-01  -6.228700000000000e-02
  3.700000000000000e-01  -6.204000000000000e-02
  3.800000000000000e-01  -6.171600000000000e-02
  3.900000000000000e-01  -6.130100000000000e-02
  4.000000000000000e-01  -6.077800000000000e-02
  4.100000000000000e-01  -6.013800000000000e-02
  4.200000000000000e-01  -5.938800000000000e-02
  4.300000000000000e-01  -5.854400000000000e-02
  4.400000000000000e-01  -5.762200000000000e-02
  4.500000000000000e-01  -5.663200000000000e-02
  4.750000000000000e-01  -5.389700000000000e-02
  5.000000000000000e-01  -5.085000000000000e-02
  5.250000000000000e-01  -4.753900000000000e-02
  5.500000000000000e-01  -4.401400000000000e-02
  5.750000000000000e-01  -4.031600000000000e-02
  6.000000000000000e-01  -3.648600000000000e-02
  6.250000000000000e-01  -3.256500000000000e-02
  6.500000000000000e-01  -2.858500000000000e-02
  6.750000000000000e-01  -2.460300000000000e-02
  7.000000000000000e-01  -2.066000000000000e-02
  7.250000000000000e-01  -1.679500000000000e-02
  7.500000000000000e-01  -1.304800000000000e-02
  7.750000000000000e-01  -9.472000000000000e-03
  8.000000000000000e-01  -6.122000000000000e-03
  8.250000000000000e-01  -3.065000000000000e-03
  8.500000000000000e-01  -3.760000000000000e-04
  8.750000000000000e-01   1.859000000000000e-03
  9.000000000000000e-01   3.536000000000000e-03
  9.100000000000000e-01   4.023000000000000e-03
  9.200000000000000e-01   4.387000000000000e-03
  9.300000000000001e-01   4.620000000000000e-03
  9.400000000000000e-01   4.702000000000000e-03
  9.500000000000000e-01   4.614000000000000e-03
  9.600000000000000e-01   4.338000000000000e-03
  9.700000000000000e-01   3.829000000000000e-03
  9.800000000000000e-01   3.042000000000000e-03
  9.900000000000000e-01   1.910000000000000e-03
